,power
16219,37.813
16220,50.903
16221,53.464
16222,43.771
16223,53.179
16224,45.768
16225,36.344
16226,31.233
16227,35.829
16228,20.374
16229,11.925
16230,8.247
16231,5.71
16232,2.001
16233,1.033
16234,2.615
16235,6.269
16236,11.944
16237,12.007
16238,14.82
16239,9.104
16240,13.293
16241,16.354
16242,9.098
16243,5.132
16244,3.459
16245,3.185
16246,2.838
16247,2.085
16248,0.95
16249,0.076
16250,-0.426
16251,-0.411
16252,-0.339
16253,-0.328
16254,-0.33
16255,-0.32
16256,-0.33
16257,-0.329
16258,-0.319
16259,-0.333
16260,-0.334
16261,-0.33
16262,-0.324
16263,-0.325
16264,-0.327
16265,-0.33
16266,-0.327
16267,-0.34
16268,-0.334
16269,-0.338
16270,-0.333
16271,-0.334
16272,-0.335
16273,-0.33
16274,-0.332
16275,-0.327
16276,-0.324
16277,-0.326
16278,-0.325
16279,-0.327
16280,-0.329
16281,-0.331
16282,-0.325
16283,-0.324
16284,-0.325
16285,-0.324
16286,-0.324
16287,-0.33
16288,-0.33
16289,-0.32
16290,-0.327
16291,-0.328
16292,-0.349
16293,-0.37
16294,-0.293
16295,0.033
16296,0.218
16297,1.39
16298,2.367
16299,5.659
16300,7.476
16301,12.369
16302,31.393
16303,29.782
16304,24.218
16305,31.811
16306,24.431
16307,16.054
16308,14.277
16309,17.142
16310,16.485
16311,20.113
16312,32.727
16313,28.053
16314,23.001
16315,47.722
16316,39.952
16317,65.516
16318,24.11
16319,18.623
16320,37.209
16321,76.35
16322,68.703
16323,55.792
16324,40.451
16325,21.746
16326,31.29
16327,40.868
16328,47.771
16329,47.727
16330,46.562
16331,49.277
16332,40.031
16333,35.299
16334,46.006
16335,30.836
16336,33.672
16337,34.952
16338,23.019
16339,16.837
16340,11.696
16341,9.101
16342,6.058
16343,4.526
16344,4.046
16345,1.278
16346,-0.23
16347,-0.375
16348,-0.338
16349,-0.324
16350,-0.326
16351,-0.327
16352,-0.322
16353,-0.322
16354,-0.314
16355,-0.315
16356,-0.327
16357,-0.315
16358,-0.318
16359,-0.315
16360,-0.315
16361,-0.318
16362,-0.317
16363,-0.319
16364,-0.315
16365,-0.325
16366,-0.322
16367,-0.319
16368,-0.315
16369,-0.32
16370,-0.321
16371,-0.321
16372,-0.314
16373,-0.32
16374,-0.324
16375,-0.314
16376,-0.318
16377,-0.317
16378,-0.316
16379,-0.314
16380,-0.316
16381,-0.313
16382,-0.315
16383,-0.32
16384,-0.319
16385,-0.327
16386,-0.321
16387,-0.323
16388,-0.2695
16389,-0.216
16390,1.259
16391,2.682
16392,4.674
16393,5.811
16394,7.29
16395,14.007
16396,10.859
16397,11.396
16398,16.403
16399,29.172
16400,31.049
16401,29.283
16402,36.314
16403,32.985
16404,42.028
16405,45.863
16406,38.444
16407,43.503
16408,50.883
16409,32.834
16410,30.273
16411,40.693
16412,56.286
16413,45.903
16414,38.901
16415,65.58
16416,47.261
16417,63.113
16418,62.562
16419,47.97
16420,28.592
16421,24.838
16422,21.691
16423,29.324
16424,74.035
16425,78.248
16426,69.125
16427,35.92
16428,56.016
16429,36.68
16430,30.417
16431,26.055
16432,23.205
16433,19.384
16434,15.695
16435,12.95
16436,8.926
16437,7.965
16438,7.388
16439,4.742
16440,2.195
16441,1.884
16442,-0.04
16443,-0.371
16444,-0.322
16445,-0.317
16446,-0.315
16447,-0.308
16448,-0.316
16449,-0.307
16450,-0.314
16451,-0.324
16452,-0.317
16453,-0.313
16454,-0.32
16455,-0.318
16456,-0.312
16457,-0.307
16458,-0.317
16459,-0.312
16460,-0.324
16461,-0.315
16462,-0.312
16463,-0.31
16464,-0.31
16465,-0.321
16466,-0.317
16467,-0.319
16468,-0.312
16469,-0.317
16470,-0.313
16471,-0.313
16472,-0.321
16473,-0.318
16474,-0.315
16475,-0.318
16476,-0.319
16477,-0.314
16478,-0.312
16479,-0.312
16480,-0.31
16481,-0.324
16482,-0.313
16483,-0.316
16484,-0.37
16485,-0.424
16486,-0.225
16487,0.482
16488,1.803
16489,4.173
16490,6.251
16491,6.63
16492,6.778
16493,9.108
16494,16.557
16495,18.885
16496,18.014
16497,15.886
16498,18.69
16499,18.67
16500,19.981
16501,27.647
16502,33.716
16503,27.968
16504,19.02
16505,21.774
16506,29.33
16507,31.329
16508,49.395
16509,64.517
16510,56.609
16511,81.768
16512,58.185
16513,51.449
16514,13.465
16515,4.361
16516,12.966
16517,22.021
16518,28.894
16519,35.543
16520,43.113
16521,39.378
16522,41.8
16523,34.417
16524,23.769
16525,26.176
16526,26.932
16527,16.504
16528,18.394
16529,23.323
16530,26.24
16531,24.313
16532,13.211
16533,8.547
16534,7.803
16535,6.438
16536,5.183
16537,2.011
16538,-0.163
16539,-0.358
16540,-0.329
16541,-0.324
16542,-0.317
16543,-0.319
16544,-0.318
16545,-0.316
16546,-0.315
16547,-0.319
16548,-0.308
16549,-0.325
16550,-0.313
16551,-0.313
16552,-0.312
16553,-0.314
16554,-0.313
16555,-0.31
16556,-0.314
16557,-0.317
16558,-0.314
16559,-0.31
16560,-0.31
16561,-0.318
16562,-0.316
16563,-0.319
16564,-0.312
16565,-0.316
16566,-0.316
16567,-0.319
16568,-0.314
16569,-0.318
16570,-0.314
16571,-0.314
16572,-0.321
16573,-0.318
16574,-0.316
16575,-0.319
16576,-0.32
16577,-0.324
16578,-0.323
16579,-0.321
16580,-0.402
16581,-0.483
16582,-0.236
16583,-0.179
16584,-0.318
16585,1.36
16586,5.251
16587,9.193
16588,14.687
16589,18.233
16590,19.521
16591,18.803
16592,21.021
16593,22.33
16594,32.683
16595,27.771
16596,36.787
16597,43.449
16598,45.272
16599,38.48
16600,33.042
16601,22.434
16602,18.676
16603,17.032
16604,10.334
16605,12.67
16606,8.456
16607,7.193
16608,10.014
16609,15.086
16610,24.977
16611,40.184
16612,54.107
16613,52.858
16614,70.53
16615,67.446
16616,56.712
16617,51.712
16618,30.327
16619,12.021
16620,13.093
16621,23.117
16622,28.096
16623,32.98
16624,31.934
16625,20.148
16626,15.168
16627,13.224
16628,10.108
16629,8.365
16630,4.147
16631,1.776
16632,0.977
16633,0.375
16634,-0.322
16635,-0.426
16636,-0.326
16637,-0.315
16638,-0.321
16639,-0.321
16640,-0.318
16641,-0.327
16642,-0.321
16643,-0.32
16644,-0.317
16645,-0.308
16646,-0.308
16647,-0.316
16648,-0.309
16649,-0.313
16650,-0.32
16651,-0.319
16652,-0.325
16653,-0.323
16654,-0.323
16655,-0.325
16656,-0.321
16657,-0.327
16658,-0.325
16659,-0.323
16660,-0.325
16661,-0.328
16662,-0.325
16663,-0.321
16664,-0.332
16665,-0.32
16666,-0.335
16667,-0.325
16668,-0.319
16669,-0.33
16670,-0.33
16671,-0.331
16672,-0.331
16673,-0.328
16674,-0.329
16675,-0.33
16676,-0.3355
16677,-0.341
16678,-0.428
16679,-0.314
16680,0.15
16681,1.458
16682,3.958
16683,5.578
16684,7.192
16685,5.796
16686,8.133
16687,21.678
16688,29.946
16689,28.074
16690,25.275
16691,35.112
16692,42.499
16693,42.654
16694,42.605
16695,36.916
16696,27.455
16697,24.012
16698,19.165
16699,24.471
16700,15.383
16701,6.125
16702,12.152
16703,12.288
16704,9.849
16705,7.589
16706,10.223
16707,16.445
16708,28.535
16709,35.337
16710,53.73
16711,72.38
16712,61.005
16713,55.243
16714,41.003
16715,51.899
16716,42.818
16717,44.071
16718,30.598
16719,33.94
16720,26.584
16721,19.864
16722,20.483
16723,11.938
16724,8.463
16725,4.785
16726,5.963
16727,2.693
16728,1.109
16729,0.242
16730,-0.344
16731,-0.396
16732,-0.323
16733,-0.319
16734,-0.318
16735,-0.324
16736,-0.33
16737,-0.326
16738,-0.328
16739,-0.316
16740,-0.326
16741,-0.323
16742,-0.297
16743,-0.271
16744,-0.27
16745,-0.267
16746,-0.269
16747,-0.268
16748,-0.266
16749,-0.27
16750,-0.273
16751,-0.27
16752,-0.271
16753,-0.27
16754,-0.269
16755,-0.269
16756,-0.273
16757,-0.27
16758,-0.267
16759,-0.27
16760,-0.274
16761,-0.269
16762,-0.269
16763,-0.268
16764,-0.273
16765,-0.268
16766,-0.27
16767,-0.273
16768,-0.272
16769,-0.276
16770,-0.273
16771,-0.273
16772,-0.303
16773,-0.333
16774,1.321
16775,3.479
16776,2.782
16777,4.821
16778,5.55
16779,4.792
16780,6.567
16781,7.668
16782,7.272
16783,10.572
16784,11.432
16785,11.402
16786,11.49
16787,10.623
16788,19.321
16789,32.342
16790,47.447
16791,51.255
16792,44.919
16793,27.806
16794,33.27
16795,44.849
16796,74.96
16797,55.6
16798,42.398
16799,54.523
16800,71.52
16801,52.908
16802,52.693
16803,51.093
16804,61.416
16805,56.421
16806,55.008
16807,47.41
16808,52.318
16809,37.802
16810,19.919
16811,50.255
16812,54.264
16813,47.597
16814,26.63
16815,39.688
16816,29.783
16817,25.086
16818,24.107
16819,16.952
16820,17.15
16821,16.747
16822,7.071
16823,3.916
16824,2.77
16825,0.515
16826,-0.361
16827,-0.381
16828,-0.319
16829,-0.317
16830,-0.322
16831,-0.32
16832,-0.319
16833,-0.319
16834,-0.32
16835,-0.321
16836,-0.311
16837,-0.319
16838,-0.319
16839,-0.318
16840,-0.311
16841,-0.316
16842,-0.317
16843,-0.311
16844,-0.316
16845,-0.319
16846,-0.319
16847,-0.309
16848,-0.318
16849,-0.322
16850,-0.319
16851,-0.316
16852,-0.319
16853,-0.324
16854,-0.32
16855,-0.323
16856,-0.309
16857,-0.322
16858,-0.324
16859,-0.323
16860,-0.323
16861,-0.318
16862,-0.323
16863,-0.319
16864,-0.321
16865,-0.327
16866,-0.328
16867,-0.311
16868,-0.3295
16869,-0.348
16870,-0.375
16871,-0.054
16872,0.536
16873,1.636
16874,2.817
16875,6.155
16876,9.919
16877,9.372
16878,11.924
16879,10.214
16880,18.669
16881,24.813
16882,33.439
16883,32.252
16884,32.684
16885,37.509
16886,15.48
16887,10.236
16888,18.161
16889,39.187
16890,28.039
16891,25.402
16892,25.63
16893,27.951
16894,31.289
16895,45.475
16896,64.961
16897,61.612
16898,37.86
16899,58.322
16900,69.175
16901,57.963
16902,62.814
16903,66.057
16904,67.438
16905,73.028
16906,42.627
16907,19.016
16908,43.657
16909,41.49
16910,34.38
16911,24.64
16912,19.416
16913,22.285
16914,19.063
16915,17.682
16916,16.229
16917,11.765
16918,9.496
16919,5.813
16920,1.14
16921,0.346
16922,-0.363
16923,-0.356
16924,-0.295
16925,-0.317
16926,-0.326
16927,-0.326
16928,-0.32
16929,-0.321
16930,-0.325
16931,-0.321
16932,-0.32
16933,-0.325
16934,-0.319
16935,-0.318
16936,-0.318
16937,-0.323
16938,-0.317
16939,-0.325
16940,-0.32
16941,-0.327
16942,-0.324
16943,-0.334
16944,-0.323
16945,-0.327
16946,-0.328
16947,-0.321
16948,-0.318
16949,-0.319
16950,-0.327
16951,-0.324
16952,-0.322
16953,-0.328
16954,-0.318
16955,-0.328
16956,-0.324
16957,-0.325
16958,-0.32
16959,-0.309
16960,-0.312
16961,-0.315
16962,-0.328
16963,-0.319
16964,-0.3045
16965,-0.29
16966,-0.453
16967,-0.383
16968,-0.268
16969,-0.175
16970,-0.22
16971,-0.037
16972,-0.097
16973,-0.019
16974,0.452
16975,1.14
16976,1.502
16977,1.465
16978,1.774
16979,3.317
16980,5.89
16981,7.546
16982,8.488
16983,8.666
16984,13.002
16985,20.956
16986,33.377
16987,30.208
16988,26.709
16989,26.683
16990,30.39
16991,40.945
16992,54.211
16993,52.92
16994,42.972
16995,52.761
16996,55.101
16997,63.61
16998,50.59
16999,35.126
17000,25.989
17001,19.385
17002,18.179
17003,19.863
17004,13.803
17005,9.926
17006,7.814
17007,4.07
17008,5.983
17009,3.428
17010,4.676
17011,4.65
17012,3.922
17013,3.35
17014,1.517
17015,0.515
17016,0.158
17017,-0.245
17018,-0.416
17019,-0.382
17020,-0.335
17021,-0.323
17022,-0.332
17023,-0.319
17024,-0.32
17025,-0.326
17026,-0.316
17027,-0.327
17028,-0.325
17029,-0.319
17030,-0.321
17031,-0.322
17032,-0.323
17033,-0.324
17034,-0.322
17035,-0.325
17036,-0.325
17037,-0.328
17038,-0.323
17039,-0.33
17040,-0.329
17041,-0.315
17042,-0.334
17043,-0.289
17044,-0.303
17045,-0.324
17046,-0.303
17047,-0.311
17048,-0.302
17049,-0.308
17050,-0.302
17051,-0.279
17052,-0.309
17053,-0.281
17054,-0.278
17055,-0.293
17056,-0.315
17057,-0.307
17058,-0.301
17059,-0.273
17060,-0.3125
17061,-0.352
17062,-0.29
17063,0.927
17064,1.887
17065,5.482
17066,7.531
17067,8.935
17068,7.695
17069,8.48
17070,12.507
17071,14.985
17072,14.367
17073,19.75
17074,13.14
17075,28.286
17076,25.123
17077,18.242
17078,17.814
17079,21.879
17080,27.236
17081,23.52
17082,27.662
17083,32.839
17084,38.698
17085,33.079
17086,27.421
17087,26.242
17088,25.847
17089,25.044
17090,36.571
17091,40.286
17092,56.138
17093,66.798
17094,61.058
17095,40.496
17096,40.802
17097,26.79
17098,17.029
17099,20.308
17100,22.17
17101,23.377
17102,20.566
17103,22.866
17104,19.818
17105,18.363
17106,12.386
17107,10.472
17108,11.422
17109,7.989
17110,3.395
17111,1.718
17112,0.188
17113,-0.291
17114,-0.435
17115,-0.394
17116,-0.315
17117,-0.316
17118,-0.318
17119,-0.319
17120,-0.322
17121,-0.319
17122,-0.312
17123,-0.314
17124,-0.317
17125,-0.321
17126,-0.327
17127,-0.317
17128,-0.318
17129,-0.318
17130,-0.326
17131,-0.322
17132,-0.32
17133,-0.312
17134,-0.328
17135,-0.317
17136,-0.321
17137,-0.321
17138,-0.307
17139,-0.303
17140,-0.322
17141,-0.303
17142,-0.299
17143,-0.294
17144,-0.287
17145,-0.281
17146,-0.281
17147,-0.29
17148,-0.311
17149,-0.278
17150,-0.302
17151,-0.273
17152,-0.289
17153,-0.316
17154,-0.286
17155,-0.315
17156,-0.344
17157,-0.373
17158,-0.422
17159,-0.13
17160,0.853
17161,4.468
17162,10.504
17163,13.547
17164,8.943
17165,10.864
17166,18.032
17167,23.344
17168,28.122
17169,28.429
17170,34.062
17171,47.009
17172,39.676
17173,15.715
17174,13.266
17175,16.8
17176,18
17177,18
17178,18
17179,40.076
17180,29.558
17181,24.603
17182,23.545
17183,28.369
17184,22.352
17185,14.718
17186,6.385
17187,4.946
17188,10.185
17189,21.657
17190,33.667
17191,33.18
17192,35.77
17193,36.612
17194,41.025
17195,49.489
17196,60.952
17197,39.738
17198,38.313
17199,24.075
17200,20.095
17201,15.851
17202,10.425
17203,8.107
17204,7.944
17205,6.137
17206,4.112
17207,1.571
17208,0.189
17209,-0.329
17210,-0.441
17211,-0.362
17212,-0.32
17213,-0.327
17214,-0.327
17215,-0.326
17216,-0.322
17217,-0.319
17218,-0.32
17219,-0.336
17220,-0.32
17221,-0.334
17222,-0.333
17223,-0.323
17224,-0.327
17225,-0.337
17226,-0.33
17227,-0.325
17228,-0.305
17229,-0.319
17230,-0.319
17231,-0.332
17232,-0.329
17233,-0.334
17234,-0.321
17235,-0.335
17236,-0.307
17237,-0.331
17238,-0.321
17239,-0.314
17240,-0.312
17241,-0.326
17242,-0.338
17243,-0.314
17244,-0.342
17245,-0.32
17246,-0.325
17247,-0.308
17248,-0.332
17249,-0.318
17250,-0.32
17251,-0.316
17252,-0.306
17253,-0.296
17254,-0.495
17255,-0.421
17256,-0.293
17257,0.02
17258,1.654
17259,6.169
17260,8.242
17261,10.947
17262,14.928
17263,17.538
17264,22.297
17265,13.896
17266,11.63
17267,22.39
17268,24.765
17269,27.147
17270,25.924
17271,31.441
17272,37.537
17273,37.318
17274,37.252
17275,48.533
17276,47.2
17277,45.613
17278,33.303
17279,22.744
17280,16.073
17281,18.749
17282,32.136
17283,43.509
17284,70.83
17285,79.559
17286,83.148
17287,84.972
17288,75.328
17289,46.935
17290,37.272
17291,19.181
17292,12.207
17293,2.956
17294,1.101
17295,-0.274
17296,-0.03
17297,0.305
17298,0.811
17299,0.789
17300,0.337
17301,0.997
17302,0.826
17303,0.208
17304,0.154
17305,-0.286
17306,-0.455
17307,-0.375
17308,-0.328
17309,-0.328
17310,-0.325
17311,-0.339
17312,-0.33
17313,-0.337
17314,-0.322
17315,-0.32
17316,-0.324
17317,-0.32
17318,-0.317
17319,-0.319
17320,-0.314
17321,-0.327
17322,-0.311
17323,-0.319
17324,-0.322
17325,-0.321
17326,-0.323
17327,-0.323
17328,-0.32
17329,-0.325
17330,-0.323
17331,-0.316
17332,-0.307
17333,-0.322
17334,-0.317
17335,-0.325
17336,-0.325
17337,-0.317
17338,-0.321
17339,-0.32
17340,-0.321
17341,-0.322
17342,-0.315
17343,-0.321
17344,-0.327
17345,-0.327
17346,-0.318
17347,-0.318
17348,-0.3465
17349,-0.375
17350,-0.429
17351,-0.225
17352,1.006
17353,3.539
17354,6.795
17355,8.643
17356,9.87
17357,10.004
17358,10.145
17359,16.045
17360,15.441
17361,15.986
17362,18.434
17363,20.979
17364,19.815
17365,13.616
17366,23.707
17367,30.679
17368,29.18
17369,28.7
17370,31.76
17371,34.45
17372,29.533
17373,42.459
17374,63.323
17375,50.151
17376,37.241
17377,25.336
17378,16.076
17379,36.884
17380,62.81
17381,79.781
17382,77.532
17383,52.126
17384,45.836
17385,40.01
17386,35.854
17387,61.976
17388,50.544
17389,49.993
17390,49.636
17391,21.308
17392,16.519
17393,27.461
17394,27.589
17395,22.292
17396,17.412
17397,13.736
17398,10.343
17399,7.36
17400,5.501
17401,2.575
17402,0.045
17403,-0.395
17404,-0.31
17405,-0.312
17406,-0.311
17407,-0.321
17408,-0.323
17409,-0.319
17410,-0.313
17411,-0.308
17412,-0.307
17413,-0.313
17414,-0.314
17415,-0.315
17416,-0.312
17417,-0.318
17418,-0.309
17419,-0.316
17420,-0.316
17421,-0.305
17422,-0.317
17423,-0.315
17424,-0.316
17425,-0.319
17426,-0.315
17427,-0.306
17428,-0.328
17429,-0.323
17430,-0.321
17431,-0.324
17432,-0.326
17433,-0.316
17434,-0.305
17435,-0.309
17436,-0.289
17437,-0.315
17438,-0.299
17439,-0.307
17440,-0.306
17441,-0.321
17442,-0.272
17443,-0.301
17444,-0.322
17445,-0.343
17446,-0.272
17447,1.6
17448,3.526
17449,6.752
17450,9.87
17451,10.758
17452,17.94
17453,24.327
17454,29.724
17455,33.264
17456,20.044
17457,26.888
17458,45.315
17459,59.753
17460,60.067
17461,65.924
17462,74.106
17463,56.166
17464,64.173
17465,46.012
17466,41.141
17467,33.044
17468,48.541
17469,48.117
17470,33.888
17471,49.184
17472,41.385
17473,44.272
17474,63.319
17475,81.428
17476,52.339
17477,54.882
17478,40.8
17479,49.466
17480,56.057
17481,44.598
17482,36.164
17483,37.533
17484,67.285
17485,51.69
17486,36.518
17487,40.983
17488,38.739
17489,27.412
17490,19.203
17491,21.517
17492,17.725
17493,18.338
17494,13.237
17495,10.234
17496,5.75
17497,0.945
17498,-0.326
17499,-0.392
17500,-0.326
17501,-0.329
17502,-0.32
17503,-0.313
17504,-0.314
17505,-0.313
17506,-0.315
17507,-0.31
17508,-0.319
17509,-0.311
17510,-0.318
17511,-0.316
17512,-0.315
17513,-0.319
17514,-0.323
17515,-0.311
17516,-0.317
17517,-0.32
17518,-0.316
17519,-0.312
17520,-0.32
17521,-0.317
17522,-0.319
17523,-0.322
17524,-0.32
17525,-0.325
17526,-0.32
17527,-0.317
17528,-0.32
17529,-0.329
17530,-0.331
17531,-0.328
17532,-0.321
17533,-0.325
17534,-0.325
17535,-0.327
17536,-0.323
17537,-0.328
17538,-0.326
17539,-0.328
17540,-0.3445
17541,-0.361
17542,-0.234
17543,0.868
17544,2.64
17545,4.911
17546,7.982
17547,10.005
17548,13.277
17549,11.687
17550,33.271
17551,29.548
17552,36.608
17553,33.271
17554,29.553
17555,28.153
17556,30.501
17557,35.949
17558,34.164
17559,43.184
17560,28.86
17561,30.14
17562,38.089
17563,44.823
17564,49.002
17565,47.575
17566,71.076
17567,80.705
17568,69.933
17569,85.823
17570,73.756
17571,60.496
17572,53.419
17573,24.685
17574,73.102
17575,85.959
17576,76.312
17577,63.239
17578,69.807
17579,55.995
17580,45.089
17581,18.375
17582,16.602
17583,13.178
17584,8.423
17585,7.915
17586,17.641
17587,6.452
17588,3.395
17589,3.366
17590,4.427
17591,2.835
17592,1.035
17593,-0.009
17594,-0.462
17595,-0.382
17596,-0.32
17597,-0.326
17598,-0.329
17599,-0.331
17600,-0.315
17601,-0.323
17602,-0.327
17603,-0.327
17604,-0.312
17605,-0.32
17606,-0.316
17607,-0.316
17608,-0.319
17609,-0.325
17610,-0.317
17611,-0.318
17612,-0.319
17613,-0.315
17614,-0.323
17615,-0.322
17616,-0.323
17617,-0.323
