,power
38985,-0.22
38986,-0.167
38987,-0.235
38988,-0.24
38989,-0.216
38990,-0.204
38991,-0.202
38992,-0.214
38993,-0.275
38994,-0.249
38995,-0.23
38996,-0.266
38997,-0.258
38998,-0.242
38999,-0.271
39000,-0.216
39001,-0.239
39002,-0.265
39003,-0.239
39004,-0.275
39005,-0.24
39006,-0.256
39007,-0.245
39008,-0.262
39009,-0.221
39010,-0.261
39011,-0.259
39012,-0.234
39013,-0.224
39014,-0.237
39015,-0.344
39016,-0.259
39017,0.974
39018,3.784
39019,8.453
39020,14.733
39021,21.949
39022,29.134
39023,36.093
39024,42.49
39025,48.454
39026,53.99
39027,59.162
39028,64.208
39029,68.842
39030,72.887
39031,75.943
39032,78.638
39033,81.008
39034,83.387
39035,85.419
39036,87.247
39037,88.229
39038,89.04
39039,89.684
39040,90.221
39041,90.059
39042,88.808
39043,87.999
39044,87.262
39045,85.799
39046,84.353
39047,81.906
39048,79.684
39049,76.728
39050,73.551
39051,69.75
39052,65.636
39053,61.551
39054,56.757
39055,51.208
39056,45.551
39057,39.295
39058,32.228
39059,25.483
39060,19.312
39061,13.467
39062,7.153
39063,2.832
39064,1.168
39065,-0.076
39066,-0.46
39067,-0.271
39068,-0.183
39069,-0.223
39070,-0.181
39071,-0.18
39072,-0.168
39073,-0.169
39074,-0.22
39075,-0.22
39076,-0.235
39077,-0.2
39078,-0.2
39079,-0.228
39080,-0.18
39081,-0.172
39082,-0.195
39083,-0.2
39084,-0.218
39085,-0.159
39086,-0.227
39087,-0.192
39088,-0.211
39089,-0.213
39090,-0.211
39091,-0.159
39092,-0.183
39093,-0.192
39094,-0.209
39095,-0.197
39096,-0.18
39097,-0.227
39098,-0.19
39099,-0.198
39100,-0.202
39101,-0.191
39102,-0.238
39103,-0.239
39104,-0.217
39105,-0.248
39106,-0.259
39107,-0.233
39108,-0.235
39109,-0.245
39110,-0.238
39111,-0.347
39112,-0.235
39113,0.929
39114,3.754
39115,8.499
39116,14.65
39117,21.499
39118,28.543
39119,35.261
39120,41.822
39121,47.922
39122,53.761
39123,59.059
39124,64.015
39125,68.403
39126,72.273
39127,75.732
39128,78.572
39129,81.192
39130,83.386
39131,82.697
39132,86.74
39133,87.501
39134,88.588
39135,89.353
39136,89.291
39137,89.344
39138,89.522
39139,88.682
39140,87.426
39141,85.917
39142,84.173
39143,82.225
39144,79.422
39145,77
39146,73.324
39147,69.906
39148,65.555
39149,60.576
39150,55.583
39151,50.692
39152,43.704
39153,38.697
39154,32.255
39155,25.724
39156,18.908
39157,10.729
39158,6.896
39159,3.404
39160,1.097
39161,-0.121
39162,-0.444
39163,-0.334
39164,-0.314
39165,-0.306
39166,-0.314
39167,-0.31
39168,-0.302
39169,-0.307
39170,-0.308
39171,-0.311
39172,-0.311
39173,-0.313
39174,-0.318
39175,-0.312
39176,-0.319
39177,-0.32
39178,-0.32
39179,-0.312
39180,-0.323
39181,-0.321
39182,-0.316
39183,-0.32
39184,-0.315
39185,-0.322
39186,-0.317
39187,-0.312
39188,-0.312
39189,-0.315
39190,-0.319
39191,-0.315
39192,-0.315
39193,-0.315
39194,-0.316
39195,-0.313
39196,-0.316
39197,-0.317
39198,-0.319
39199,-0.315
39200,-0.314
39201,-0.323
39202,-0.318
39203,-0.321
39204,-0.315
39205,-0.315
39206,-0.312
39207,-0.392
39208,-0.228
39209,0.964
39210,3.662
39211,7.519
39212,10.544
39213,17.66
39214,22.046
39215,33.521
39216,37.436
39217,43.637
39218,49.029
39219,54.557
39220,59.582
39221,64.178
39222,69.336
39223,72.545
39224,76.176
39225,78.519
39226,81.197
39227,83.384
39228,85.2
39229,86.775
39230,86.716
39231,87.635
39232,88.608
39233,88.152
39234,86.846
39235,84.836
39236,84.136
39237,63.278
39238,61.335
39239,72.014
39240,31.412
39241,32.651
39242,39.78
39243,20.156
39244,18.788
39245,22.194
39246,30.562
39247,21.867
39248,24.145
39249,17.255
39250,11.923
39251,9.833
39252,3.432
39253,2.787
39254,1.876
39255,0.66
39256,-0.051
39257,-0.253
39258,-0.457
39259,-0.223
39260,-0.231
39261,-0.196
39262,-0.198
39263,-0.229
39264,-0.21
39265,-0.195
39266,-0.221
39267,-0.219
39268,-0.217
39269,-0.224
39270,-0.216
39271,-0.212
39272,-0.215
39273,-0.208
39274,-0.234
39275,-0.251
39276,-0.205
39277,-0.217
39278,-0.271
39279,-0.228
39280,-0.222
39281,-0.244
39282,-0.22
39283,-0.211
39284,-0.244
39285,-0.232
39286,-0.232
39287,-0.271
39288,-0.269
39289,-0.214
39290,-0.24
39291,-0.252
39292,-0.273
39293,-0.242
39294,-0.245
39295,-0.248
39296,-0.237
39297,-0.242
39298,-0.244
39299,-0.238
39300,-0.245
39301,-0.25
39302,-0.218
39303,-0.291
39304,-0.392
39305,-0.187
39306,2.348
39307,5.436
39308,7.216
39309,8.374
39310,11.809
39311,18.767
39312,23.939
39313,31.672
39314,35.077
39315,41.076
39316,47.434
39317,50.459
39318,54.917
39319,61.645
39320,65.455
39321,61.478
39322,69.878
39323,73.257
39324,74.939
39325,32.54
39326,33.862
39327,80.355
39328,85.571
39329,53.448
39330,9.832
39331,9.319
39332,27.382
39333,7.117
39334,1.597
39335,6.952
39336,7.771
39337,9.329
39338,4.802
39339,3.233
39340,5.976
39341,5.635
39342,2.91
39343,1.349
39344,2.96
39345,20.88
39346,28.94
39347,7.376
39348,4.097
39349,2.969
39350,2.777
39351,1.304
39352,0.053
39353,-0.2
39354,-0.437
39355,-0.292
39356,-0.248
39357,-0.267
39358,-0.284
39359,-0.284
39360,-0.265
39361,-0.236
39362,-0.261
39363,-0.225
39364,-0.235
39365,-0.217
39366,-0.264
39367,-0.235
39368,-0.267
39369,-0.214
39370,-0.244
39371,-0.254
39372,-0.242
39373,-0.221
39374,-0.245
39375,-0.221
39376,-0.242
39377,-0.219
39378,-0.23
39379,-0.254
39380,-0.221
39381,-0.222
39382,-0.211
39383,-0.246
39384,-0.239
39385,-0.259
39386,-0.218
39387,-0.233
39388,-0.244
39389,-0.222
39390,-0.246
39391,-0.235
39392,-0.217
39393,-0.212
39394,-0.227
39395,-0.217
39396,-0.227
39397,-0.251
39398,-0.213
39399,-0.37
39400,0.099
39401,2.637
39402,6.271
39403,10.667
39404,17.562
39405,23.721
39406,29.058
39407,35.616
39408,42.496
39409,48.748
39410,53.196
39411,53.645
39412,47.95
39413,25.106
39414,26.202
39415,28.702
39416,44.451
39417,88.203
39418,35.402
39419,69.353
39420,16.785
39421,12.157
39422,25.589
39423,48.868
39424,19.129
39425,15.82
39426,16.169
39427,23.828
39428,30.709
39429,71.105
39430,81.277
39431,49.614
39432,22.138
39433,16.755
39434,27.876
39435,72.707
39436,80.173
39437,72.753
39438,64.744
39439,55.429
39440,49.347
39441,42.401
39442,36.871
39443,28.465
39444,7.317
39445,3.417
39446,2.017
39447,2.445
39448,0.909
39449,-0.176
39450,-0.466
39451,-0.32
39452,-0.31
39453,-0.308
39454,-0.315
39455,-0.314
39456,-0.316
39457,-0.253
39458,-0.224
39459,-0.246
39460,-0.268
39461,-0.259
39462,-0.251
39463,-0.242
39464,-0.274
39465,-0.229
39466,-0.235
39467,-0.247
39468,-0.268
39469,-0.257
39470,-0.207
39471,-0.233
39472,-0.24
39473,-0.222
39474,-0.245
39475,-0.218
39476,-0.26
39477,-0.242
39478,-0.232
39479,-0.211
39480,-0.208
39481,-0.222
39482,-0.216
39483,-0.212
39484,-0.246
39485,-0.222
39486,-0.252
39487,-0.239
39488,-0.202
39489,-0.236
39490,-0.236
39491,-0.235
39492,-0.246
39493,-0.26
39494,-0.258
39495,-0.354
39496,-0.229
39497,0.997
39498,2.851
39499,3.6
39500,5.082
39501,5.591
39502,9.201
39503,7.518
39504,11.007
39505,18.077
39506,24.742
39507,16.596
39508,18.548
39509,27.149
39510,41.933
39511,40.181
39512,57.642
39513,8.915
39514,4.277
39515,13.113
39516,11.97
39517,37.275
39518,86.446
39519,94.531
39520,60.795
39521,31.962
39522,22.69
39523,23.486
39524,9.051
39525,6.243
39526,22.699
39527,17.544
39528,9.409
39529,14.191
39530,8.593
39531,9.293
39532,5.679
39533,10.621
39534,8.322
39535,5.685
39536,4.594
39537,5.243
39538,10.261
39539,8.468
39540,7.867
39541,5.228
39542,1.719
39543,0.317
39544,-0.229
39545,-0.449
39546,-0.427
39547,-0.333
39548,-0.34
39549,-0.332
39550,-0.323
39551,-0.332
39552,-0.333
39553,-0.329
39554,-0.334
39555,-0.318
39556,-0.24
39557,-0.258
39558,-0.268
39559,-0.257
39560,-0.279
39561,-0.254
39562,-0.257
39563,-0.219
39564,-0.243
39565,-0.237
39566,-0.253
39567,-0.221
39568,-0.267
39569,-0.233
39570,-0.255
39571,-0.235
39572,-0.255
39573,-0.242
39574,-0.278
39575,-0.277
39576,-0.247
39577,-0.248
39578,-0.244
39579,-0.286
39580,-0.292
39581,-0.255
39582,-0.263
39583,-0.26
39584,-0.284
39585,-0.273
39586,-0.295
39587,-0.261
39588,-0.277
39589,-0.243
39590,-0.273
39591,-0.426
39592,0.098
39593,1.745
39594,4.813
39595,9.85
39596,16.052
39597,22.791
39598,29.877
39599,36.479
39600,42.65
39601,48.943
39602,54.224
39603,58.999
39604,63.601
39605,67.875
39606,71.797
39607,75.411
39608,77.177
39609,80.075
39610,79.952
39611,87.71
39612,86.063
39613,69.081
39614,67.808
39615,79.397
39616,91.107
39617,75.671
39618,90.948
39619,82.733
39620,89.005
39621,84.927
39622,81.059
39623,82.637
39624,80.165
39625,74.866
39626,69.703
39627,68.274
39628,64.14
39629,27.077
39630,24.728
39631,30.353
39632,44.366
39633,30.408
39634,35.276
39635,31.381
39636,20.974
39637,8.797
39638,5.085
39639,3.146
39640,0.812
39641,-0.233
39642,-0.46
39643,-0.281
39644,-0.186
39645,-0.252
39646,-0.279
39647,-0.281
39648,-0.23
39649,-0.272
39650,-0.22
39651,-0.251
39652,-0.248
39653,-0.243
39654,-0.246
39655,-0.235
39656,-0.238
39657,-0.237
39658,-0.242
39659,-0.228
39660,-0.222
39661,-0.225
39662,-0.178
39663,-0.2
39664,-0.21
39665,-0.204
39666,-0.214
39667,-0.197
39668,-0.198
39669,-0.202
39670,-0.219
39671,-0.226
39672,-0.198
39673,-0.231
39674,-0.213
39675,-0.196
39676,-0.205
39677,-0.216
39678,-0.21
39679,-0.223
39680,-0.205
39681,-0.234
39682,-0.257
39683,-0.208
39684,-0.222
39685,-0.204
39686,-0.216
39687,-0.366
39688,0.22
39689,1.542
39690,3.658
39691,7.002
39692,10.703
39693,9.819
39694,13.932
39695,23.281
39696,44.295
39697,39.694
39698,37.57
39699,47.917
39700,37.426
39701,59.255
39702,38.721
39703,29.764
39704,36.054
39705,69.292
39706,58.651
39707,32.92
39708,39.061
39709,58.279
39710,81.3
39711,87.204
39712,66.857
39713,43.026
39714,27.578
39715,20.746
39716,12.839
39717,21.914
39718,23.704
39719,21.503
39720,21.426
39721,15.322
39722,8.215
39723,9.355
39724,19.161
39725,10.886
39726,10.393
39727,16.931
39728,4.693
39729,5.071
39730,1.686
39731,1.239
39732,1.907
39733,1.454
39734,1.347
39735,0.445
39736,-0.359
39737,-0.392
39738,-0.402
39739,-0.226
39740,-0.216
39741,-0.217
39742,-0.193
39743,-0.199
39744,-0.174
39745,-0.172
39746,-0.2
39747,-0.192
39748,-0.188
39749,-0.224
39750,-0.201
39751,-0.24
39752,-0.186
39753,-0.19
39754,-0.2
39755,-0.214
39756,-0.24
39757,-0.222
39758,-0.239
39759,-0.266
39760,-0.222
39761,-0.25
39762,-0.223
39763,-0.244
39764,-0.253
39765,-0.224
39766,-0.225
39767,-0.244
39768,-0.22
39769,-0.265
39770,-0.227
39771,-0.221
39772,-0.253
39773,-0.285
39774,-0.256
39775,-0.258
39776,-0.244
39777,-0.251
39778,-0.214
39779,-0.272
39780,-0.265
39781,-0.275
39782,-0.278
39783,-0.433
39784,0.235
39785,1.97
39786,4.698
39787,9.373
39788,14.983
39789,21.355
39790,28.992
39791,36.092
39792,42.931
39793,49.214
39794,52.949
39795,58.124
39796,60.884
39797,67.198
39798,71.786
39799,75.099
39800,77.99
39801,81.071
39802,83.443
39803,85.39
39804,87.332
39805,88.587
39806,89.914
39807,90.818
39808,90.75
39809,90.391
39810,89.678
39811,88.36
39812,87.537
39813,85.998
39814,83.592
39815,81.385
39816,78.225
39817,75.038
39818,72.232
39819,68.905
39820,64.85
39821,60.49
39822,55.288
39823,49.741
39824,44.068
39825,38.083
39826,31.834
39827,25.472
39828,19.023
39829,12.995
39830,7.721
39831,4.877
39832,2.086
39833,0.041
39834,-0.411
39835,-0.284
39836,-0.2
39837,-0.206
39838,-0.203
39839,-0.178
39840,-0.194
39841,-0.178
39842,-0.193
39843,-0.19
39844,-0.19
39845,-0.213
39846,-0.185
39847,-0.229
39848,-0.219
39849,-0.23
39850,-0.192
39851,-0.232
39852,-0.2
39853,-0.201
39854,-0.221
39855,-0.217
39856,-0.227
39857,-0.226
39858,-0.176
39859,-0.218
39860,-0.206
39861,-0.24
39862,-0.208
39863,-0.218
39864,-0.203
39865,-0.246
39866,-0.234
39867,-0.196
39868,-0.239
39869,-0.198
39870,-0.212
39871,-0.227
39872,-0.207
39873,-0.211
39874,-0.215
39875,-0.199
39876,-0.19
39877,-0.231
39878,-0.203
39879,-0.408
39880,0.304
39881,2.051
39882,5.263
39883,10.15
39884,16.249
39885,22.894
39886,29.634
39887,36.089
39888,42.437
39889,48.329
39890,53.653
39891,58.759
39892,63.379
39893,67.48
39894,70.99
39895,74.18
39896,77.302
39897,80.088
39898,82.072
39899,84.198
39900,85.749
39901,86.493
39902,87.382
39903,86.79
39904,87.852
39905,89.51
39906,91.437
39907,92.488
39908,90.301
39909,87.656
39910,69.266
39911,62.626
39912,60.852
39913,40.704
39914,31.777
39915,36.097
39916,16.665
39917,10.853
39918,11.032
39919,16.174
39920,22.443
39921,34.156
39922,22.115
39923,14.665
39924,5.616
39925,6.389
39926,4.977
39927,2.292
39928,0.372
39929,-0.241
39930,-0.458
39931,-0.265
39932,-0.228
39933,-0.232
39934,-0.234
39935,-0.261
39936,-0.258
39937,-0.241
39938,-0.224
39939,-0.21
39940,-0.252
39941,-0.224
39942,-0.235
39943,-0.222
39944,-0.231
39945,-0.235
39946,-0.233
39947,-0.229
39948,-0.26
39949,-0.2
39950,-0.224
39951,-0.224
39952,-0.219
39953,-0.266
39954,-0.237
39955,-0.261
39956,-0.227
39957,-0.221
39958,-0.239
39959,-0.235
39960,-0.238
39961,-0.203
39962,-0.232
39963,-0.262
39964,-0.244
39965,-0.232
39966,-0.267
39967,-0.247
39968,-0.211
39969,-0.237
39970,-0.225
39971,-0.228
39972,-0.229
39973,-0.23
39974,-0.205
39975,-0.425
39976,0.171
39977,1.103
39978,4.29
39979,5.884
39980,13.016
39981,18.239
39982,11.11
39983,12.426
39984,7.037
39985,14.609
39986,18.837
39987,42.135
39988,68.876
39989,73.109
39990,58.543
39991,34.504
39992,19.181
39993,41.299
39994,49.542
39995,63.77
39996,43.044
39997,64.894
39998,79.774
39999,85.745
40000,67.042
40001,50.088
40002,47.163
40003,46.389
40004,55.837
40005,49.491
40006,44.117
40007,27.525
40008,13.791
40009,17.499
40010,19.885
40011,60.08
40012,73.023
40013,66.805
40014,59.592
40015,55.308
40016,53.319
40017,41.555
40018,36.29
40019,31.677
40020,14.42
40021,7.786
40022,6.257
40023,3.463
40024,0.349
40025,-0.299
40026,-0.409
40027,-0.281
40028,-0.254
40029,-0.262
40030,-0.27
40031,-0.253
40032,-0.264
40033,-0.275
40034,-0.23
40035,-0.247
40036,-0.235
40037,-0.265
40038,-0.256
40039,-0.252
40040,-0.268
40041,-0.284
40042,-0.263
40043,-0.249
40044,-0.256
40045,-0.258
40046,-0.279
40047,-0.268
40048,-0.28
40049,-0.275
40050,-0.259
40051,-0.254
40052,-0.261
40053,-0.264
40054,-0.292
40055,-0.272
40056,-0.27
40057,-0.276
40058,-0.249
40059,-0.298
40060,-0.287
40061,-0.273
40062,-0.282
40063,-0.275
40064,-0.28
40065,-0.301
40066,-0.28
40067,-0.275
40068,-0.288
40069,-0.297
40070,-0.261
40071,-0.441
40072,-0.044
40073,0.008
40074,1.464
40075,3.776
40076,4.275
40077,3.592
40078,4.559
40079,5.641
40080,7.078
40081,8.253
40082,15.699
40083,30.022
40084,62.077
40085,66.017
40086,73.764
40087,75.342
40088,77.78
40089,79.735
40090,81.961
40091,73.483
40092,86.319
40093,87.67
40094,76.696
40095,78.923
40096,87.667
40097,88.206
40098,86.793
40099,43.343
40100,64.91
40101,81.667
40102,85.173
40103,89.841
40104,80.59
40105,37.846
40106,52.305
40107,59.649
40108,46.258
40109,57.6
40110,28.969
40111,49.13
40112,24.878
40113,26.982
40114,18.939
40115,22.889
40116,4.913
40117,3.518
40118,2.285
40119,1.82
40120,0.638
40121,-0.034
40122,-0.449
40123,-0.335
40124,-0.251
40125,-0.246
40126,-0.229
40127,-0.243
40128,-0.252
40129,-0.255
40130,-0.231
40131,-0.253
40132,-0.257
40133,-0.245
40134,-0.216
40135,-0.214
40136,-0.233
40137,-0.225
40138,-0.23
40139,-0.256
40140,-0.242
40141,-0.277
40142,-0.27
40143,-0.241
40144,-0.221
40145,-0.228
40146,-0.305
40147,-0.285
40148,-0.269
40149,-0.228
40150,-0.231
40151,-0.253
40152,-0.293
40153,-0.294
40154,-0.294
40155,-0.295
40156,-0.294
40157,-0.29
40158,-0.266
40159,-0.271
40160,-0.277
40161,-0.274
40162,-0.305
40163,-0.276
40164,-0.265
40165,-0.275
40166,-0.294
40167,-0.434
40168,0.051
40169,0.535
40170,1.575
40171,5.128
40172,10.767
40173,12.35
40174,17.347
40175,34.518
40176,41.967
40177,50.751
40178,57.509
40179,62.011
40180,63.695
40181,68.173
40182,71.068
40183,76.632
40184,80.242
40185,75.196
40186,79.553
40187,79.788
40188,55.684
40189,51.804
40190,52.254
40191,65.294
40192,46.172
40193,52.728
40194,50.84
40195,57.227
40196,54.9
40197,75.988
40198,78.501
40199,57.019
40200,55.557
40201,45.178
40202,36.929
40203,46.814
40204,42.313
40205,33.726
40206,18.077
40207,25.101
40208,23.418
40209,12.421
40210,12.926
40211,9.037
40212,8.124
40213,5.617
40214,2.445
40215,1.26
40216,0.26
40217,-0.31
40218,-0.475
40219,-0.259
40220,-0.252
40221,-0.261
40222,-0.273
40223,-0.241
40224,-0.24
40225,-0.264
40226,-0.267
40227,-0.251
40228,-0.27
40229,-0.286
40230,-0.278
40231,-0.28
40232,-0.273
40233,-0.292
40234,-0.297
40235,-0.289
40236,-0.226
40237,-0.278
40238,-0.246
40239,-0.261
40240,-0.27
40241,-0.236
40242,-0.235
40243,-0.248
40244,-0.239
40245,-0.302
40246,-0.299
40247,-0.276
40248,-0.286
40249,-0.261
40250,-0.255
40251,-0.245
40252,-0.291
40253,-0.278
40254,-0.257
40255,-0.282
40256,-0.286
40257,-0.264
40258,-0.289
40259,-0.284
40260,-0.282
40261,-0.294
40262,-0.348
40263,-0.31
40264,0.521
40265,2.335
40266,5.613
40267,10.516
40268,16.557
40269,23.102
40270,29.705
40271,36.128
40272,42.248
40273,48.162
40274,53.568
40275,58.399
40276,62.855
40277,66.937
40278,70.275
40279,73.454
40280,76.568
40281,79.134
40282,78.576
40283,83.203
40284,85.214
40285,85.565
40286,86.153
40287,87.246
40288,87.468
40289,86.543
40290,86.288
40291,85.781
40292,84.542
40293,83.474
40294,81.808
40295,76.956
40296,77.398
40297,71.361
40298,61.315
40299,68.546
40300,63.169
40301,58.882
40302,53.819
40303,48.786
40304,45.343
40305,41.238
40306,24.365
40307,6.453
40308,6.145
40309,4.175
40310,2.022
40311,0.192
40312,-0.366
40313,-0.414
40314,-0.297
40315,-0.209
40316,-0.213
40317,-0.218
40318,-0.24
40319,-0.222
40320,-0.231
40321,-0.226
40322,-0.232
40323,-0.246
40324,-0.214
40325,-0.259
40326,-0.273
40327,-0.257
40328,-0.26
40329,-0.274
40330,-0.234
40331,-0.263
40332,-0.26
40333,-0.271
40334,-0.252
40335,-0.258
40336,-0.275
40337,-0.252
40338,-0.236
40339,-0.255
40340,-0.265
40341,-0.267
40342,-0.271
40343,-0.278
40344,-0.222
40345,-0.272
40346,-0.258
40347,-0.29
40348,-0.278
40349,-0.28
40350,-0.277
40351,-0.311
40352,-0.262
40353,-0.261
40354,-0.292
40355,-0.308
40356,-0.236
40357,-0.252
40358,-0.339
40359,-0.248
40360,0.583
40361,2.5
40362,5.994
40363,11.211
40364,17.577
40365,24.284
40366,31.056
40367,37.524
40368,43.827
40369,49.719
40370,55.318
40371,60.413
40372,65.079
40373,69.161
40374,72.653
40375,75.617
40376,78.242
40377,81.587
40378,84.314
40379,86.278
40380,87.623
40381,88.701
40382,89.549
40383,89.547
40384,89.632
40385,89.537
40386,88.502
40387,87.219
40388,85.143
40389,83.658
40390,82.308
40391,80.306
40392,77.932
40393,75.034
40394,71.366
40395,67.148
40396,62.873
40397,58.759
40398,53.629
40399,48.565
40400,43.046
40401,36.392
40402,29.994
40403,23.912
40404,17.109
40405,11.261
40406,6.932
40407,3.66
40408,1.284
40409,0.08
40410,-0.43
40411,-0.37
40412,-0.241
40413,-0.221
40414,-0.252
40415,-0.213
40416,-0.243
40417,-0.236
40418,-0.247
40419,-0.259
40420,-0.276
40421,-0.22
40422,-0.263
40423,-0.268
40424,-0.26
40425,-0.264
40426,-0.277
40427,-0.31
40428,-0.244
40429,-0.27
40430,-0.236
40431,-0.248
40432,-0.273
40433,-0.255
40434,-0.25
40435,-0.255
40436,-0.23
40437,-0.229
40438,-0.259
40439,-0.256
40440,-0.228
40441,-0.256
40442,-0.248
40443,-0.253
40444,-0.26
40445,-0.234
40446,-0.275
40447,-0.238
40448,-0.273
40449,-0.242
40450,-0.271
40451,-0.254
40452,-0.262
40453,-0.27
40454,-0.371
40455,-0.218
40456,0.702
40457,2.633
40458,6.095
40459,11.203
40460,17.331
40461,23.944
40462,30.537
40463,36.992
40464,43.439
40465,48.509
40466,54.615
40467,60.215
40468,61.706
40469,66.283
40470,71.535
40471,74.87
40472,77.592
40473,79.839
40474,81.704
40475,84.001
40476,85.435
40477,86.635
40478,87.278
40479,87.704
40480,88.169
40481,88.196
40482,87.879
40483,86.525
40484,84.853
40485,83.038
40486,80.88
40487,78.849
40488,76.613
40489,73.604
40490,70.158
40491,66.404
40492,62.294
40493,57.736
40494,52.685
40495,47.308
40496,41.736
40497,35.837
40498,29.522
40499,23.28
40500,17.243
40501,11.616
40502,6.786
40503,3.382
40504,1.246
40505,0.131
40506,-0.418
40507,-0.367
40508,-0.307
40509,-0.319
40510,-0.313
40511,-0.312
40512,-0.317
40513,-0.311
40514,-0.317
40515,-0.312
40516,-0.324
40517,-0.275
40518,-0.235
40519,-0.263
40520,-0.258
40521,-0.247
40522,-0.276
40523,-0.247
40524,-0.262
40525,-0.222
40526,-0.245
40527,-0.21
40528,-0.243
40529,-0.23
40530,-0.247
40531,-0.27
40532,-0.264
40533,-0.223
40534,-0.24
40535,-0.241
40536,-0.262
40537,-0.259
40538,-0.247
40539,-0.217
40540,-0.258
40541,-0.223
40542,-0.269
40543,-0.221
40544,-0.271
40545,-0.243
40546,-0.257
40547,-0.271
40548,-0.228
40549,-0.254
40550,-0.328
40551,-0.221
40552,0.649
40553,2.388
40554,5.216
40555,8.032
40556,14.324
40557,15.298
40558,17.003
40559,35.274
40560,30.419
40561,43.175
40562,38.604
40563,52.814
40564,61.147
40565,66.723
40566,67.724
40567,65.973
40568,73.682
40569,66.374
40570,46.473
40571,46.933
40572,51.145
40573,81.972
40574,82.799
40575,95.902
40576,60.768
40577,39.687
40578,33.511
40579,25.876
40580,22.883
40581,56.785
40582,73.238
40583,23.344
40584,17.12
40585,28.693
40586,17.221
40587,21.229
40588,19.452
40589,20.829
40590,25.819
40591,24.716
40592,16.087
40593,7.481
40594,10.063
40595,18.051
40596,9.4
40597,5.937
40598,3.903
40599,2.598
40600,1.414
40601,-0.05
40602,-0.462
40603,-0.308
40604,-0.24
40605,-0.221
40606,-0.251
40607,-0.224
40608,-0.231
40609,-0.253
40610,-0.233
40611,-0.247
40612,-0.291
40613,-0.261
40614,-0.287
40615,-0.266
40616,-0.28
40617,-0.277
40618,-0.266
40619,-0.248
40620,-0.235
40621,-0.251
40622,-0.24
40623,-0.25
40624,-0.248
40625,-0.268
40626,-0.218
40627,-0.223
40628,-0.291
40629,-0.278
40630,-0.235
40631,-0.214
40632,-0.223
40633,-0.257
40634,-0.247
40635,-0.272
40636,-0.253
40637,-0.241
40638,-0.258
40639,-0.271
40640,-0.258
40641,-0.249
40642,-0.285
40643,-0.247
40644,-0.254
40645,-0.256
40646,-0.349
40647,0.071
40648,2.803
40649,5.878
40650,9.416
40651,12.183
40652,18.719
40653,25.141
40654,32.652
40655,38.869
40656,43.113
40657,47.942
40658,53.393
40659,58.681
40660,62.467
40661,66.241
40662,70.033
40663,73.199
40664,76.156
40665,79.122
40666,81.216
40667,79.632
40668,85.228
40669,85.225
40670,85.12
40671,87.342
40672,86.447
40673,87.616
40674,88.084
40675,87.285
40676,84.072
40677,69.15
40678,55.739
40679,51.464
40680,58.282
40681,49.248
40682,49.579
40683,41.495
40684,55.024
40685,41.948
40686,18.428
40687,11.979
40688,11.908
40689,14.488
40690,21.752
40691,17.92
40692,11.388
40693,9.179
40694,3.599
40695,1.62
40696,0.417
40697,-0.194
40698,-0.425
40699,-0.288
40700,-0.216
40701,-0.241
40702,-0.247
40703,-0.212
40704,-0.245
40705,-0.237
40706,-0.234
40707,-0.254
40708,-0.283
40709,-0.284
40710,-0.321
40711,-0.28
40712,-0.233
40713,-0.233
40714,-0.268
40715,-0.258
40716,-0.277
40717,-0.284
40718,-0.245
40719,-0.255
40720,-0.276
40721,-0.187
40722,-0.232
40723,-0.234
40724,-0.256
40725,-0.234
40726,-0.238
40727,-0.247
40728,-0.248
40729,-0.191
40730,-0.268
40731,-0.245
40732,-0.23
40733,-0.212
40734,-0.218
40735,-0.228
40736,-0.213
40737,-0.251
40738,-0.241
40739,-0.215
40740,-0.228
40741,-0.216
40742,-0.234
40743,-0.398
40744,-0.01
40745,1.763
40746,6.623
40747,6.833
40748,6.623
40749,12.2
40750,21.174
40751,27.048
40752,18.245
40753,35.631
40754,22.778
40755,43.211
40756,28.336
40757,59.647
40758,72.492
40759,80.92
40760,50.959
40761,21.114
40762,18.667
40763,15.05
40764,13.3
40765,22.328
40766,20.876
40767,38.824
40768,31.791
40769,27.039
40770,20.759
40771,41.145
40772,47.619
40773,37.309
40774,25.104
40775,22.332
40776,23.287
40777,30.962
40778,34.053
40779,42.025
40780,40.816
40781,60.113
40782,54.57
40783,53.694
40784,49.366
40785,40.773
40786,31.118
40787,23.87
40788,13.793
40789,11.17
40790,7.621
40791,3.754
40792,1.787
40793,0.072
40794,-0.47
40795,-0.367
40796,-0.249
40797,-0.266
40798,-0.247
40799,-0.255
40800,-0.242
40801,-0.243
40802,-0.224
40803,-0.232
40804,-0.226
40805,-0.252
40806,-0.25
40807,-0.232
40808,-0.238
40809,-0.22
40810,-0.198
40811,-0.237
40812,-0.238
40813,-0.244
40814,-0.258
40815,-0.26
40816,-0.233
40817,-0.238
40818,-0.261
40819,-0.233
40820,-0.248
40821,-0.257
40822,-0.266
40823,-0.246
40824,-0.227
40825,-0.251
40826,-0.225
40827,-0.245
40828,-0.253
40829,-0.261
40830,-0.255
40831,-0.26
40832,-0.261
40833,-0.239
40834,-0.236
40835,-0.256
40836,-0.218
40837,-0.247
40838,-0.392
40839,-0.114
40840,0.674
40841,2.747
40842,6.773
40843,11.736
40844,16.69
40845,22.717
40846,29.351
40847,32.424
40848,40.367
40849,46.262
40850,51.702
